dataset,category,split,label,image_path,mask_path,has_mask
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0039.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0040.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0041.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0042.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0043.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0044.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0045.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0046.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0047.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0048.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0049.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0050.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0051.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0052.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0053.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0054.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0055.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0056.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0057.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0058.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0059.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0060.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0061.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0062.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0063.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0064.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0065.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0066.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0067.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0068.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0069.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0070.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0071.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0072.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0073.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0074.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0075.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0076.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0077.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0078.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0079.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0080.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0081.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0082.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0083.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0084.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0085.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0086.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0088.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0089.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0090.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0091.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0092.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0093.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0094.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0095.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0096.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0097.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0098.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0099.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0100.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0101.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0102.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0103.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0104.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0105.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0106.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0107.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0108.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0109.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0110.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0111.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0112.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0113.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0114.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0115.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0116.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0117.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0118.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0119.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0120.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0121.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0122.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0123.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0124.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0125.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0126.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0127.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0128.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0129.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0130.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0131.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0132.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0133.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0134.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0135.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0136.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0137.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0138.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0139.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0140.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0141.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0142.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0143.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0144.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0145.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0146.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0147.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0148.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0149.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0150.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0151.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0152.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0153.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0154.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0155.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0156.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0157.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0158.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0159.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0160.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0161.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0162.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0163.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0164.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0165.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0166.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0167.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0168.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0169.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0170.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0171.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0172.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0173.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0174.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0175.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0176.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0177.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0178.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0179.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0180.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0181.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0182.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0183.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0184.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0185.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0186.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0187.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0188.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0189.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0190.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0191.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0192.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0193.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0194.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0195.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0196.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0197.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0198.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0199.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0200.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0201.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0202.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0203.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0204.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0205.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0206.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0207.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0208.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0209.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0210.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0211.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0212.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0213.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0214.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0215.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0216.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0217.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0218.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0219.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0220.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0221.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0222.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0223.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0224.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0225.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0226.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0227.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0228.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0229.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0230.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0231.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0232.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0233.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0234.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0235.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0236.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0237.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0238.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0239.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0240.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0241.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0242.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0243.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0244.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0245.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0246.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0247.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0248.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0249.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0250.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0251.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0252.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0253.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0254.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0255.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0256.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0257.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0258.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0259.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0260.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0261.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0262.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0263.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0264.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0265.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0266.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0267.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0268.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0269.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0270.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0271.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0272.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0273.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0274.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0275.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0276.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0277.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0278.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0279.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0280.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0281.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0282.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0283.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0284.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0285.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0286.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0287.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0288.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0289.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0290.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0291.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0292.png,,False
BTAD,02,train,normal,D:\patchcore\data\BTAD\BTech_Dataset_transformed\02\train\ok\0293.png,,False
