dataset,category,split,label,image_path,mask_path,has_mask,image_width,image_height,image_area_pixels,defect_area_pixels,defect_area_ratio,defect_area_percent_of_full_image
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11005.png,D:\patchcore\data\KolektorSDD2\train\11005_GT.png,True,227,650,147550,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11006.png,D:\patchcore\data\KolektorSDD2\train\11006_GT.png,True,215,641,137815,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11007.png,D:\patchcore\data\KolektorSDD2\train\11007_GT.png,True,232,647,150104,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11008.png,D:\patchcore\data\KolektorSDD2\train\11008_GT.png,True,227,633,143691,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11009.png,D:\patchcore\data\KolektorSDD2\train\11009_GT.png,True,228,637,145236,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11010.png,D:\patchcore\data\KolektorSDD2\train\11010_GT.png,True,208,638,132704,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11011.png,D:\patchcore\data\KolektorSDD2\train\11011_GT.png,True,228,638,145464,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\11012.png,D:\patchcore\data\KolektorSDD2\train\11012_GT.png,True,224,632,141568,343,0.002422863924050633,0.24228639240506328
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11013.png,D:\patchcore\data\KolektorSDD2\train\11013_GT.png,True,227,632,143464,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11014.png,D:\patchcore\data\KolektorSDD2\train\11014_GT.png,True,227,634,143918,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11015.png,D:\patchcore\data\KolektorSDD2\train\11015_GT.png,True,232,633,146856,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11016.png,D:\patchcore\data\KolektorSDD2\train\11016_GT.png,True,229,636,145644,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11017.png,D:\patchcore\data\KolektorSDD2\train\11017_GT.png,True,226,619,139894,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11018.png,D:\patchcore\data\KolektorSDD2\train\11018_GT.png,True,229,642,147018,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11019.png,D:\patchcore\data\KolektorSDD2\train\11019_GT.png,True,232,633,146856,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11020.png,D:\patchcore\data\KolektorSDD2\train\11020_GT.png,True,231,634,146454,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11021.png,D:\patchcore\data\KolektorSDD2\train\11021_GT.png,True,223,626,139598,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11022.png,D:\patchcore\data\KolektorSDD2\train\11022_GT.png,True,231,638,147378,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11023.png,D:\patchcore\data\KolektorSDD2\train\11023_GT.png,True,225,638,143550,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11024.png,D:\patchcore\data\KolektorSDD2\train\11024_GT.png,True,225,631,141975,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\11025.png,D:\patchcore\data\KolektorSDD2\train\11025_GT.png,True,231,633,146223,2221,0.015189128933204763,1.5189128933204763
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11026.png,D:\patchcore\data\KolektorSDD2\train\11026_GT.png,True,228,636,145008,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11027.png,D:\patchcore\data\KolektorSDD2\train\11027_GT.png,True,224,641,143584,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11028.png,D:\patchcore\data\KolektorSDD2\train\11028_GT.png,True,234,636,148824,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11029.png,D:\patchcore\data\KolektorSDD2\train\11029_GT.png,True,231,641,148071,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11030.png,D:\patchcore\data\KolektorSDD2\train\11030_GT.png,True,235,647,152045,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11031.png,D:\patchcore\data\KolektorSDD2\train\11031_GT.png,True,232,631,146392,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11032.png,D:\patchcore\data\KolektorSDD2\train\11032_GT.png,True,229,641,146789,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11033.png,D:\patchcore\data\KolektorSDD2\train\11033_GT.png,True,234,647,151398,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11034.png,D:\patchcore\data\KolektorSDD2\train\11034_GT.png,True,223,637,142051,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11035.png,D:\patchcore\data\KolektorSDD2\train\11035_GT.png,True,228,637,145236,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11036.png,D:\patchcore\data\KolektorSDD2\train\11036_GT.png,True,239,644,153916,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11037.png,D:\patchcore\data\KolektorSDD2\train\11037_GT.png,True,228,638,145464,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11038.png,D:\patchcore\data\KolektorSDD2\train\11038_GT.png,True,233,643,149819,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11039.png,D:\patchcore\data\KolektorSDD2\train\11039_GT.png,True,234,637,149058,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\11040.png,D:\patchcore\data\KolektorSDD2\train\11040_GT.png,True,231,633,146223,774,0.005293284914137995,0.5293284914137995
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11041.png,D:\patchcore\data\KolektorSDD2\train\11041_GT.png,True,226,639,144414,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11042.png,D:\patchcore\data\KolektorSDD2\train\11042_GT.png,True,230,645,148350,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11043.png,D:\patchcore\data\KolektorSDD2\train\11043_GT.png,True,230,649,149270,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11044.png,D:\patchcore\data\KolektorSDD2\train\11044_GT.png,True,232,642,148944,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11045.png,D:\patchcore\data\KolektorSDD2\train\11045_GT.png,True,224,633,141792,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11046.png,D:\patchcore\data\KolektorSDD2\train\11046_GT.png,True,230,635,146050,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11047.png,D:\patchcore\data\KolektorSDD2\train\11047_GT.png,True,229,644,147476,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11048.png,D:\patchcore\data\KolektorSDD2\train\11048_GT.png,True,234,633,148122,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11049.png,D:\patchcore\data\KolektorSDD2\train\11049_GT.png,True,233,633,147489,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11050.png,D:\patchcore\data\KolektorSDD2\train\11050_GT.png,True,232,634,147088,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11051.png,D:\patchcore\data\KolektorSDD2\train\11051_GT.png,True,233,648,150984,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\11052.png,D:\patchcore\data\KolektorSDD2\train\11052_GT.png,True,225,628,141300,3271,0.023149327671620666,2.3149327671620665
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11053.png,D:\patchcore\data\KolektorSDD2\train\11053_GT.png,True,231,637,147147,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11054.png,D:\patchcore\data\KolektorSDD2\train\11054_GT.png,True,224,635,142240,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11055.png,D:\patchcore\data\KolektorSDD2\train\11055_GT.png,True,231,639,147609,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11056.png,D:\patchcore\data\KolektorSDD2\train\11056_GT.png,True,228,634,144552,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11057.png,D:\patchcore\data\KolektorSDD2\train\11057_GT.png,True,227,633,143691,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11058.png,D:\patchcore\data\KolektorSDD2\train\11058_GT.png,True,229,641,146789,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11059.png,D:\patchcore\data\KolektorSDD2\train\11059_GT.png,True,237,644,152628,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11060.png,D:\patchcore\data\KolektorSDD2\train\11060_GT.png,True,230,635,146050,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\11061.png,D:\patchcore\data\KolektorSDD2\train\11061_GT.png,True,229,645,147705,2737,0.018530178396127417,1.8530178396127417
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11062.png,D:\patchcore\data\KolektorSDD2\train\11062_GT.png,True,227,623,141421,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11063.png,D:\patchcore\data\KolektorSDD2\train\11063_GT.png,True,231,635,146685,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11064.png,D:\patchcore\data\KolektorSDD2\train\11064_GT.png,True,233,628,146324,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11065.png,D:\patchcore\data\KolektorSDD2\train\11065_GT.png,True,230,646,148580,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11066.png,D:\patchcore\data\KolektorSDD2\train\11066_GT.png,True,227,637,144599,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11067.png,D:\patchcore\data\KolektorSDD2\train\11067_GT.png,True,231,641,148071,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11068.png,D:\patchcore\data\KolektorSDD2\train\11068_GT.png,True,227,632,143464,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11069.png,D:\patchcore\data\KolektorSDD2\train\11069_GT.png,True,229,641,146789,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11070.png,D:\patchcore\data\KolektorSDD2\train\11070_GT.png,True,230,631,145130,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11071.png,D:\patchcore\data\KolektorSDD2\train\11071_GT.png,True,228,631,143868,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11072.png,D:\patchcore\data\KolektorSDD2\train\11072_GT.png,True,226,636,143736,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11073.png,D:\patchcore\data\KolektorSDD2\train\11073_GT.png,True,230,637,146510,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\11074.png,D:\patchcore\data\KolektorSDD2\train\11074_GT.png,True,235,644,151340,3868,0.025558345447337122,2.5558345447337123
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11075.png,D:\patchcore\data\KolektorSDD2\train\11075_GT.png,True,230,632,145360,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11076.png,D:\patchcore\data\KolektorSDD2\train\11076_GT.png,True,228,645,147060,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11077.png,D:\patchcore\data\KolektorSDD2\train\11077_GT.png,True,230,641,147430,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11078.png,D:\patchcore\data\KolektorSDD2\train\11078_GT.png,True,228,640,145920,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11079.png,D:\patchcore\data\KolektorSDD2\train\11079_GT.png,True,225,637,143325,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11080.png,D:\patchcore\data\KolektorSDD2\train\11080_GT.png,True,228,641,146148,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11081.png,D:\patchcore\data\KolektorSDD2\train\11081_GT.png,True,236,652,153872,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11082.png,D:\patchcore\data\KolektorSDD2\train\11082_GT.png,True,237,637,150969,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11083.png,D:\patchcore\data\KolektorSDD2\train\11083_GT.png,True,235,643,151105,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11084.png,D:\patchcore\data\KolektorSDD2\train\11084_GT.png,True,233,642,149586,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11085.png,D:\patchcore\data\KolektorSDD2\train\11085_GT.png,True,238,644,153272,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11086.png,D:\patchcore\data\KolektorSDD2\train\11086_GT.png,True,239,640,152960,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11087.png,D:\patchcore\data\KolektorSDD2\train\11087_GT.png,True,232,633,146856,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\11088.png,D:\patchcore\data\KolektorSDD2\train\11088_GT.png,True,236,637,150332,7156,0.04760130910251976,4.760130910251976
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11089.png,D:\patchcore\data\KolektorSDD2\train\11089_GT.png,True,232,652,151264,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11090.png,D:\patchcore\data\KolektorSDD2\train\11090_GT.png,True,220,628,138160,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11091.png,D:\patchcore\data\KolektorSDD2\train\11091_GT.png,True,230,645,148350,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11092.png,D:\patchcore\data\KolektorSDD2\train\11092_GT.png,True,226,639,144414,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\11093.png,D:\patchcore\data\KolektorSDD2\train\11093_GT.png,True,236,647,152692,650,0.0042569355303486755,0.42569355303486756
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\11094.png,D:\patchcore\data\KolektorSDD2\train\11094_GT.png,True,229,637,145873,1117,0.0076573457733782125,0.7657345773378212
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11095.png,D:\patchcore\data\KolektorSDD2\train\11095_GT.png,True,225,641,144225,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11096.png,D:\patchcore\data\KolektorSDD2\train\11096_GT.png,True,231,635,146685,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11097.png,D:\patchcore\data\KolektorSDD2\train\11097_GT.png,True,231,649,149919,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11098.png,D:\patchcore\data\KolektorSDD2\train\11098_GT.png,True,227,642,145734,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11099.png,D:\patchcore\data\KolektorSDD2\train\11099_GT.png,True,233,635,147955,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11100.png,D:\patchcore\data\KolektorSDD2\train\11100_GT.png,True,233,636,148188,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\11101.png,D:\patchcore\data\KolektorSDD2\train\11101_GT.png,True,229,634,145186,13146,0.09054592040554875,9.054592040554875
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11102.png,D:\patchcore\data\KolektorSDD2\train\11102_GT.png,True,217,630,136710,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11103.png,D:\patchcore\data\KolektorSDD2\train\11103_GT.png,True,232,635,147320,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11104.png,D:\patchcore\data\KolektorSDD2\train\11104_GT.png,True,235,645,151575,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11105.png,D:\patchcore\data\KolektorSDD2\train\11105_GT.png,True,184,627,115368,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11106.png,D:\patchcore\data\KolektorSDD2\train\11106_GT.png,True,229,633,144957,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11107.png,D:\patchcore\data\KolektorSDD2\train\11107_GT.png,True,222,633,140526,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11108.png,D:\patchcore\data\KolektorSDD2\train\11108_GT.png,True,233,642,149586,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11109.png,D:\patchcore\data\KolektorSDD2\train\11109_GT.png,True,227,634,143918,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11110.png,D:\patchcore\data\KolektorSDD2\train\11110_GT.png,True,229,641,146789,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11111.png,D:\patchcore\data\KolektorSDD2\train\11111_GT.png,True,238,628,149464,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11112.png,D:\patchcore\data\KolektorSDD2\train\11112_GT.png,True,227,635,144145,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11113.png,D:\patchcore\data\KolektorSDD2\train\11113_GT.png,True,226,630,142380,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11114.png,D:\patchcore\data\KolektorSDD2\train\11114_GT.png,True,238,644,153272,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11115.png,D:\patchcore\data\KolektorSDD2\train\11115_GT.png,True,227,635,144145,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11116.png,D:\patchcore\data\KolektorSDD2\train\11116_GT.png,True,230,640,147200,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11117.png,D:\patchcore\data\KolektorSDD2\train\11117_GT.png,True,229,623,142667,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11118.png,D:\patchcore\data\KolektorSDD2\train\11118_GT.png,True,229,637,145873,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11119.png,D:\patchcore\data\KolektorSDD2\train\11119_GT.png,True,227,639,145053,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11120.png,D:\patchcore\data\KolektorSDD2\train\11120_GT.png,True,234,647,151398,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11121.png,D:\patchcore\data\KolektorSDD2\train\11121_GT.png,True,239,653,156067,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11122.png,D:\patchcore\data\KolektorSDD2\train\11122_GT.png,True,227,636,144372,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11123.png,D:\patchcore\data\KolektorSDD2\train\11123_GT.png,True,211,644,135884,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11124.png,D:\patchcore\data\KolektorSDD2\train\11124_GT.png,True,225,638,143550,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11125.png,D:\patchcore\data\KolektorSDD2\train\11125_GT.png,True,226,636,143736,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11126.png,D:\patchcore\data\KolektorSDD2\train\11126_GT.png,True,211,650,137150,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11127.png,D:\patchcore\data\KolektorSDD2\train\11127_GT.png,True,238,641,152558,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11128.png,D:\patchcore\data\KolektorSDD2\train\11128_GT.png,True,236,652,153872,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11129.png,D:\patchcore\data\KolektorSDD2\train\11129_GT.png,True,236,635,149860,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11130.png,D:\patchcore\data\KolektorSDD2\train\11130_GT.png,True,240,640,153600,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11131.png,D:\patchcore\data\KolektorSDD2\train\11131_GT.png,True,229,639,146331,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11132.png,D:\patchcore\data\KolektorSDD2\train\11132_GT.png,True,227,628,142556,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11133.png,D:\patchcore\data\KolektorSDD2\train\11133_GT.png,True,228,633,144324,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11134.png,D:\patchcore\data\KolektorSDD2\train\11134_GT.png,True,224,631,141344,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\11135.png,D:\patchcore\data\KolektorSDD2\train\11135_GT.png,True,229,628,143812,1502,0.010444191027174367,1.0444191027174368
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11136.png,D:\patchcore\data\KolektorSDD2\train\11136_GT.png,True,232,645,149640,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11137.png,D:\patchcore\data\KolektorSDD2\train\11137_GT.png,True,231,644,148764,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11138.png,D:\patchcore\data\KolektorSDD2\train\11138_GT.png,True,229,638,146102,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,anomaly,D:\patchcore\data\KolektorSDD2\train\11139.png,D:\patchcore\data\KolektorSDD2\train\11139_GT.png,True,228,631,143868,5794,0.04027302805349348,4.027302805349349
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11140.png,D:\patchcore\data\KolektorSDD2\train\11140_GT.png,True,232,640,148480,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11141.png,D:\patchcore\data\KolektorSDD2\train\11141_GT.png,True,222,649,144078,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11142.png,D:\patchcore\data\KolektorSDD2\train\11142_GT.png,True,233,637,148421,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11143.png,D:\patchcore\data\KolektorSDD2\train\11143_GT.png,True,226,642,145092,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11144.png,D:\patchcore\data\KolektorSDD2\train\11144_GT.png,True,226,633,143058,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11145.png,D:\patchcore\data\KolektorSDD2\train\11145_GT.png,True,227,634,143918,0,0.0,0.0
KolektorSDD2,Kolektor_surface,train,normal,D:\patchcore\data\KolektorSDD2\train\11146.png,D:\patchcore\data\KolektorSDD2\train\11146_GT.png,True,234,651,152334,0,0.0,0.0
