dataset,category,defect_type,split,label,image_path,mask_path,image_width,image_height,image_area_pixels,defect_area_pixels,defect_area_ratio,defect_area_percent_of_full_image
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\078.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\078.png,1274,1176,1498224,362,0.00024161941071562063,0.024161941071562065
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\079.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\079.png,1274,1176,1498224,2236,0.0014924337081771485,0.14924337081771485
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\080.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\080.png,1274,1176,1498224,1993,0.0013302416728072704,0.13302416728072705
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\081.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\081.png,1274,1176,1498224,2321,0.0015491675477098217,0.15491675477098216
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\082.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\082.png,1274,1176,1498224,3006,0.002006375548649601,0.2006375548649601
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\083.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\083.png,1274,1176,1498224,4682,0.003125033372846784,0.3125033372846784
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\084.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\084.png,1274,1176,1498224,2212,0.001476414741720864,0.1476414741720864
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\085.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\085.png,1274,1176,1498224,1598,0.001066596183214259,0.1066596183214259
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\086.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\086.png,1274,1176,1498224,3337,0.002227303794359188,0.2227303794359188
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\087.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\087.png,1274,1176,1498224,2420,0.0016152457843419943,0.16152457843419943
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\088.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\088.png,1274,1176,1498224,2977,0.001987019297514924,0.19870192975149242
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\089.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\089.png,1274,1176,1498224,6034,0.00402743514988413,0.402743514988413
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\090.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\090.png,1274,1176,1498224,3807,0.0025410085541280876,0.25410085541280875
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\091.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\091.png,1274,1176,1498224,919,0.0006133929238885507,0.06133929238885506
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\092.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\092.png,1274,1176,1498224,6883,0.004594106088275185,0.45941060882751844
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\093.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\093.png,1274,1176,1498224,2511,0.0016759843654887386,0.16759843654887385
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\094.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\094.png,1274,1176,1498224,478781,0.31956569912109273,31.956569912109273
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\095.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\095.png,1274,1176,1498224,342751,0.228771532160745,22.8771532160745
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\096.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\096.png,1274,1176,1498224,333751,0.2227644197396384,22.27644197396384
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\097.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\097.png,1274,1176,1498224,406113,0.27106293851920676,27.106293851920675
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\098.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\098.png,1274,1176,1498224,328457,0.21923090272215637,21.923090272215635
VisA,cashew,anomaly,test,anomaly,D:\patchcore\data\VisA\cashew\Data\Images\Anomaly\099.JPG,D:\patchcore\data\VisA\cashew\Data\Masks\Anomaly\099.png,1274,1176,1498224,382146,0.25506599814179987,25.506599814179985
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\000.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\000.png,1342,1118,1500356,16060,0.010704126220710285,1.0704126220710284
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\001.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\001.png,1342,1118,1500356,14859,0.009903649533843968,0.9903649533843968
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\002.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\002.png,1342,1118,1500356,10518,0.007010336213538654,0.7010336213538654
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\003.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\003.png,1342,1118,1500356,7185,0.004788863443076176,0.4788863443076176
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\004.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\004.png,1342,1118,1500356,19073,0.01271231627693694,1.271231627693694
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\005.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\005.png,1342,1118,1500356,19964,0.013306175334387306,1.3306175334387307
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\006.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\006.png,1342,1118,1500356,25307,0.016867330153643535,1.6867330153643536
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\007.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\007.png,1342,1118,1500356,18559,0.012369730917195652,1.2369730917195652
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\008.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\008.png,1342,1118,1500356,19782,0.013184870790665682,1.3184870790665681
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\009.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\009.png,1342,1118,1500356,10636,0.007088984214413113,0.7088984214413113
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\010.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\010.png,1342,1118,1500356,16867,0.011241998565673747,1.1241998565673748
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\011.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\011.png,1342,1118,1500356,41351,0.02756079223864203,2.756079223864203
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\012.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\012.png,1342,1118,1500356,21097,0.01406132944447851,1.406132944447851
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\013.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\013.png,1342,1118,1500356,10766,0.007175630317071415,0.7175630317071415
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\014.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\014.png,1342,1118,1500356,20870,0.013910032019067474,1.3910032019067475
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\015.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\015.png,1342,1118,1500356,47862,0.03190042896485901,3.1900428964859007
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\016.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\016.png,1342,1118,1500356,13794,0.009193818000527874,0.9193818000527874
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\017.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\017.png,1342,1118,1500356,23250,0.015496322206196397,1.5496322206196396
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\018.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\018.png,1342,1118,1500356,20100,0.01339682048793753,1.3396820487937529
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\019.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\019.png,1342,1118,1500356,20419,0.013609436693691364,1.3609436693691364
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\020.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\020.png,1342,1118,1500356,14934,0.009953637669992988,0.9953637669992987
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\021.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\021.png,1342,1118,1500356,26707,0.017800442028425255,1.7800442028425254
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\022.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\022.png,1342,1118,1500356,6816,0.004542921813222995,0.45429218132229954
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\023.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\023.png,1342,1118,1500356,6600,0.004398955981113816,0.43989559811138157
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\024.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\024.png,1342,1118,1500356,8767,0.0058432798615795185,0.5843279861579519
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\025.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\025.png,1342,1118,1500356,4010,0.0026726990127676365,0.26726990127676364
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\026.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\026.png,1342,1118,1500356,5292,0.0035271628866748958,0.35271628866748955
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\027.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\027.png,1342,1118,1500356,3369,0.0022454670758140067,0.22454670758140066
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\028.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\028.png,1342,1118,1500356,1912,0.0012743642175590327,0.12743642175590328
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\029.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\029.png,1342,1118,1500356,2692,0.0017942408335088471,0.17942408335088472
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\030.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\030.png,1342,1118,1500356,9942,0.006626427327914175,0.6626427327914175
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\031.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\031.png,1342,1118,1500356,2989,0.0019921938526589688,0.1992193852658969
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\032.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\032.png,1342,1118,1500356,5968,0.003977722620498068,0.3977722620498068
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\033.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\033.png,1342,1118,1500356,1149,0.000765818245802996,0.0765818245802996
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\034.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\034.png,1342,1118,1500356,2785,0.001856226122333633,0.1856226122333633
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\035.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\035.png,1342,1118,1500356,3791,0.0025267336552124964,0.25267336552124964
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\036.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\036.png,1342,1118,1500356,7260,0.004838851579225197,0.48388515792251974
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\037.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\037.png,1342,1118,1500356,2494,0.0016622721540754328,0.1662272154075433
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\038.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\038.png,1342,1118,1500356,9852,0.00656644156453535,0.656644156453535
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\039.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\039.png,1342,1118,1500356,7732,0.005153443582723034,0.5153443582723034
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\040.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\040.png,1342,1118,1500356,19981,0.013317505978581083,1.3317505978581083
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\041.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\041.png,1342,1118,1500356,15793,0.010526168456019771,1.052616845601977
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\042.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\042.png,1342,1118,1500356,26152,0.0174305298209225,1.74305298209225
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\043.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\043.png,1342,1118,1500356,28652,0.019096801025889856,1.9096801025889856
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\044.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\044.png,1342,1118,1500356,49603,0.03306082023199827,3.3060820231998274
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\045.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\045.png,1342,1118,1500356,27667,0.018440290171132717,1.8440290171132716
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\046.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\046.png,1342,1118,1500356,15559,0.010370205471234828,1.0370205471234828
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\047.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\047.png,1342,1118,1500356,15198,0.010129595909237541,1.012959590923754
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\048.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\048.png,1342,1118,1500356,16376,0.010914742901018158,1.0914742901018157
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\049.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\049.png,1342,1118,1500356,28573,0.019044146855812887,1.9044146855812887
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\050.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\050.png,1342,1118,1500356,32481,0.021648862003417854,2.1648862003417855
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\051.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\051.png,1342,1118,1500356,32847,0.021892804107825077,2.1892804107825077
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\052.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\052.png,1342,1118,1500356,39723,0.026475716429967287,2.647571642996729
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\053.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\053.png,1342,1118,1500356,41670,0.027773408444395863,2.7773408444395864
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\054.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\054.png,1342,1118,1500356,5291,0.003526496378192909,0.3526496378192909
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\055.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\055.png,1342,1118,1500356,17314,0.01153992785712191,1.153992785712191
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\056.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\056.png,1342,1118,1500356,17171,0.011444617144197778,1.1444617144197777
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\057.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\057.png,1342,1118,1500356,9715,0.0064751299025031395,0.647512990250314
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\058.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\058.png,1342,1118,1500356,39181,0.026114468832730366,2.6114468832730364
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\059.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\059.png,1342,1118,1500356,15306,0.01020157882529213,1.020157882529213
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\060.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\060.png,1342,1118,1500356,14594,0.009727024786117429,0.9727024786117429
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\061.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\061.png,1342,1118,1500356,22795,0.015193060846892337,1.5193060846892337
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\062.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\062.png,1342,1118,1500356,34050,0.022694613811655367,2.2694613811655366
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\063.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\063.png,1342,1118,1500356,30677,0.020446480701913412,2.044648070191341
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\064.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\064.png,1342,1118,1500356,19614,0.013072897365691876,1.3072897365691876
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\065.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\065.png,1342,1118,1500356,3495,0.0023294471445443614,0.23294471445443615
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\066.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\066.png,1342,1118,1500356,2819,0.001878887410721189,0.1878887410721189
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\067.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\067.png,1342,1118,1500356,693,0.00046189037801695065,0.04618903780169507
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\068.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\068.png,1342,1118,1500356,1195,0.0007964776359743954,0.07964776359743954
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\069.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\069.png,1342,1118,1500356,2902,0.001934207614726105,0.1934207614726105
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\070.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\070.png,1342,1118,1500356,494,0.0003292551901015492,0.032925519010154926
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\071.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\071.png,1342,1118,1500356,1783,0.0011883846233827172,0.11883846233827172
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\072.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\072.png,1342,1118,1500356,506,0.0003372532918853925,0.03372532918853925
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\073.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\073.png,1342,1118,1500356,1377,0.0009177821796960188,0.09177821796960188
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\074.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\074.png,1342,1118,1500356,2243,0.0014949785250967104,0.14949785250967104
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\075.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\075.png,1342,1118,1500356,1949,0.0012990250313925495,0.12990250313925494
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\076.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\076.png,1342,1118,1500356,4491,0.0029932895926033554,0.29932895926033554
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\077.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\077.png,1342,1118,1500356,3724,0.0024820775869193712,0.24820775869193712
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\078.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\078.png,1342,1118,1500356,3550,0.002366105111053643,0.23661051110536432
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\079.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\079.png,1342,1118,1500356,5034,0.0033552036983222648,0.3355203698322265
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\080.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\080.png,1342,1118,1500356,5324,0.003548491158098478,0.3548491158098478
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\081.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\081.png,1342,1118,1500356,2730,0.001819568155824351,0.1819568155824351
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\082.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\082.png,1342,1118,1500356,2944,0.0019622009709695564,0.19622009709695565
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\083.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\083.png,1342,1118,1500356,3837,0.0025573930453838957,0.25573930453838956
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\084.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\084.png,1342,1118,1500356,3010,0.0020061905307806947,0.20061905307806946
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\085.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\085.png,1342,1118,1500356,4887,0.0032572269514701845,0.32572269514701846
VisA,chewinggum,anomaly,test,anomaly,D:\patchcore\data\VisA\chewinggum\Data\Images\Anomaly\086.JPG,D:\patchcore\data\VisA\chewinggum\Data\Masks\Anomaly\086.png,1342,1118,1500356,2903,0.001934874123208092,0.1934874123208092
